all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,usd_defl_2014,year,project_title,recipient_condensed,round_coded
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Western Kenya,0.07002,34.86098,Serem,43407550.0,2001,China Loans 1.5 billion Shillings for Kipsigak-Serem-Shamakhokho road project,Kenya,EcologicallySensitive
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Western Kenya,0.5,36.0,Rift Valley Province,43407550.0,2001,China Loans 1.5 billion Shillings for Kipsigak-Serem-Shamakhokho road project,Kenya,EcologicallySensitive
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Western Kenya,0.15101,35.14491,Kipsigak,43407550.0,2001,China Loans 1.5 billion Shillings for Kipsigak-Serem-Shamakhokho road project,Kenya,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.15,39.51667,Pingwe,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.56667,38.3,Msoga,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.33333,38.38333,Msata,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.11667,38.4,Miono,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.06667,38.23333,Mbwewe,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-7.43333,33.43333,Mbogo,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.4,38.35,Mazizi,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.21667,38.4,Mandera,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.45,38.33333,Lugoba,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-9.9,38.36667,Kihangara,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.63784,38.35396,Chalinze,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,0.0,0.0,Tanzania,30150863.0,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive
Benin,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.38948,2.34581,Godomè,31750906.0,2008,An overpass project in Cotonou,Benin,ChinatoAfrica
Benin,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.36536,2.41833,Cotonou,31750906.0,2008,An overpass project in Cotonou,Benin,ChinatoAfrica
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-24.0,25.0,Kweneng District,53238709.0,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-25.0,22.0,Kgalagadi District,53238709.0,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-24.09442,25.02977,Letlhakeng,53238709.0,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-23.67518,22.78762,Kang,53238709.0,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.65613,-0.26864,Ofako,61692225.0,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.80893,-0.35026,Nsawam,61692225.0,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.55602,-0.1969,Accra,61692225.0,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,6.68848,-1.62443,Kumasi,61692225.0,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.852,-0.277,Akuapim South,61692225.0,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",10.06069,-2.50192,Wa,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",9.40079,-0.8393,Tamale,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",7.33991,-2.32676,Sunyani,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",4.934,-1.7137,Sekondi-Takoradi,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.09408,-0.25913,Koforidua,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.60084,0.4713,Ho,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.68848,-1.62443,Kumasi,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",5.10535,-1.2466,Cape Coast,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",10.78556,-0.85139,Bolgatanga,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",0.0,0.0,Ghana,55182330.0,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.92752,12.37148,Moanda,48618576.0,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.52764,19.84604,Moanda,48618576.0,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-4.32758,15.31357,Kinshasa,48618576.0,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-4.47223,15.8836,Kinshasa,48618576.0,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.80893,12.63006,Moanda,48618576.0,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive
Niger,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"China Ministry of Commerce, Government Agency",Mixed,Niamey,13.51366,2.1098,Niamey,73576440.0,2006,China funds construction of bridge to cross Niger River in Niamey,Niger,ChinatoAfrica
Senegal,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,14.6937,-17.44406,Dakar,79156652.0,2007,China constructs power transmission lines,Senegal,ChinatoAfrica
Senegal,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Senegal,79156652.0,2007,China constructs power transmission lines,Senegal,ChinatoAfrica
Senegal,Government and Civil Society,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Senegal,196412718.0,2005,China assists Senegal in building e-government network,Senegal,ChinatoAfrica
"Congo, Rep.",Transport and Storage,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Ollombo,-1.2653,15.89996,Olombo,91141786.0,2007,"Construction of terminals, tower and power control center at Ollombo Airport","Congo, Rep.",ChinatoAfrica
"Congo, Rep.",Transport and Storage,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Ollombo,-1.21879,15.91421,Oyo Ollombo Airport,91141786.0,2007,"Construction of terminals, tower and power control center at Ollombo Airport","Congo, Rep.",ChinatoAfrica
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Mauritius,102689710.0,2007,China granted 480 billion CNY for the sewer netwok LOT2 project ,Mauritius,ChinatoAfrica
Central African Rep.,Communications,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,unknown,0.0,0.0,Central African Republic,132539308.0,2005,China funds and implements installation for mobile and fixed networks,Central African Rep.,ChinatoAfrica
Cote D'Ivoire,Action Relating to Debt,Debt forgiveness,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Ivory Coast,62781656.20338983,2011,Post election cancellation of debt,Cote D'Ivoire,ChinatoAfrica
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Sudan,148992290.0,2006,China Exim Bank loans Sudan $81 million for construction of NEC transmission line,Sudan,ChinatoAfrica
Ghana,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Ghana,297984581.0,2006,China provides loans of a total of 162 million USD for rural electricity of Ghana,Ghana,ChinatoAfrica
